arxiv_id,authors,updated,pdf_link,main_category,categories,title,abstract,published,link
2410.09614v3,"['Yule Wang', 'Chengrui Li', 'Weihan Li', 'Anqi Wu']",2024-11-26 05:26:42+00:00,https://arxiv.org/pdf/2410.09614v3,Neurons and Cognition,"['Neurons and Cognition', 'Computer Vision and Pattern Recognition', 'Machine Learning']",Exploring Behavior-Relevant and Disentangled Neural Dynamics with Generative Diffusion Models,"Understanding the neural basis of behavior is a fundamental goal in neuroscience. Current research in large-scale neuro-behavioral data analysis often relies on decoding models, which quantify behavioral information in neural data but lack details on behavior encoding. This raises an intriguing scientific question: ``how can we enable in-depth exploration of neural representations in behavioral tasks, revealing interpretable neural dynamics associated with behaviors''. However, addressing this issue is challenging due to the varied behavioral encoding across different brain regions and mixed selectivity at the population level. To tackle this limitation, our approach, named ``BeNeDiff'', first identifies a fine-grained and disentangled neural subspace using a behavior-informed latent variable model. It then employs state-of-the-art generative diffusion models to synthesize behavior videos that interpret the neural dynamics of each latent factor. We validate the method on multi-session datasets containing widefield calcium imaging recordings across the dorsal cortex. Through guiding the diffusion model to activate individual latent factors, we verify that the neural dynamics of latent factors in the disentangled neural subspace provide interpretable quantifications of the behaviors of interest. At the same time, the neural subspace in BeNeDiff demonstrates high disentanglement and neural reconstruction quality.",2024-10-12 18:28:56+00:00,http://arxiv.org/abs/2410.09614v3
2509.23479v1,"['Maria Glushanina', 'Jeffrey Huang', 'Michelle McCleod', 'Brendan Ames', 'Evie Malaia']",2025-09-27 20:02:44+00:00,https://arxiv.org/pdf/2509.23479v1,Neurons and Cognition,['Neurons and Cognition'],Dyadic Neural Dynamics: Extending Representation Learning to Social Neuroscience,"Social communication fundamentally involves at least two interacting brains, creating a unique modeling problem. We present the first application of Contrastive Embedding for Behavioral and Neural Analysis (CEBRA) to dyadic EEG hyperscanning data, extending modeling paradigms to interpersonal neural dynamics. Using structured social interactions between participants, we demonstrate that CEBRA can learn meaningful representations of joint neural activity that captures individual roles (speaker-listener) and other behavioral metrics. Our approach to characterizing interactions, as opposed to individual neural responses to stimuli, addresses the key principles of foundational model development: scalability and cross-subject generalization, opening new directions for representation learning in social neuroscience and clinical applications.",2025-09-27 20:02:44+00:00,http://arxiv.org/abs/2509.23479v1
2311.06928v3,"['Ziyu Lu', 'Anika Tabassum', 'Shruti Kulkarni', 'Lu Mi', 'J. Nathan Kutz', 'Eric Shea-Brown', 'Seung-Hwan Lim']",2023-11-23 08:40:20+00:00,https://arxiv.org/pdf/2311.06928v3,Machine Learning,"['Machine Learning', 'Neurons and Cognition', 'Methodology']",Attention for Causal Relationship Discovery from Biological Neural Dynamics,"This paper explores the potential of the transformer models for learning Granger causality in networks with complex nonlinear dynamics at every node, as in neurobiological and biophysical networks. Our study primarily focuses on a proof-of-concept investigation based on simulated neural dynamics, for which the ground-truth causality is known through the underlying connectivity matrix. For transformer models trained to forecast neuronal population dynamics, we show that the cross attention module effectively captures the causal relationship among neurons, with an accuracy equal or superior to that for the most popular Granger causality analysis method. While we acknowledge that real-world neurobiology data will bring further challenges, including dynamic connectivity and unobserved variability, this research offers an encouraging preliminary glimpse into the utility of the transformer model for causal representation learning in neuroscience.",2023-11-12 18:59:42+00:00,http://arxiv.org/abs/2311.06928v3
2410.19348v1,"['Shishe Wang', 'Haiping Huang']",2024-10-25 07:12:56+00:00,https://arxiv.org/pdf/2410.19348v1,Neurons and Cognition,"['Neurons and Cognition', 'Statistical Mechanics', 'Neural and Evolutionary Computing', 'Chaotic Dynamics']",How high dimensional neural dynamics are confined in phase space,"High dimensional dynamics play a vital role in brain function, ecological systems, and neuro-inspired machine learning. Where and how these dynamics are confined in the phase space remains challenging to solve. Here, we provide an analytic argument that the confinement region is an M-shape when the neural dynamics show a diversity, with two sharp boundaries and a flat low-density region in between. Despite increasing synaptic strengths in a neural circuit, the shape remains qualitatively the same, while the left boundary is continuously pushed away. However, in deep chaotic regions, an arch-shaped confinement gradually emerges. Our theory is supported by numerical simulations on finite-sized networks. This analytic theory opens up a geometric route towards addressing fundamental questions about high dimensional non-equilibrium dynamics.",2024-10-25 07:12:56+00:00,http://arxiv.org/abs/2410.19348v1
2505.20480v1,"['Hui Zheng', 'Hai-Teng Wang', 'Yi-Tao Jing', 'Pei-Yang Lin', 'Han-Qing Zhao', 'Wei Chen', 'Peng-Hu Wei', 'Yong-Zhi Shan', 'Guo-Guang Zhao', 'Yun-Zhe Liu']",2025-05-26 19:36:39+00:00,https://arxiv.org/pdf/2505.20480v1,Signal Processing,"['Signal Processing', 'Computation and Language', 'Neurons and Cognition']",BrainStratify: Coarse-to-Fine Disentanglement of Intracranial Neural Dynamics,"Decoding speech directly from neural activity is a central goal in brain-computer interface (BCI) research. In recent years, exciting advances have been made through the growing use of intracranial field potential recordings, such as stereo-ElectroEncephaloGraphy (sEEG) and ElectroCorticoGraphy (ECoG). These neural signals capture rich population-level activity but present key challenges: (i) task-relevant neural signals are sparsely distributed across sEEG electrodes, and (ii) they are often entangled with task-irrelevant neural signals in both sEEG and ECoG. To address these challenges, we introduce a unified Coarse-to-Fine neural disentanglement framework, BrainStratify, which includes (i) identifying functional groups through spatial-context-guided temporal-spatial modeling, and (ii) disentangling distinct neural dynamics within the target functional group using Decoupled Product Quantization (DPQ). We evaluate BrainStratify on two open-source sEEG datasets and one (epidural) ECoG dataset, spanning tasks like vocal production and speech perception. Extensive experiments show that BrainStratify, as a unified framework for decoding speech from intracranial neural signals, significantly outperforms previous decoding methods. Overall, by combining data-driven stratification with neuroscience-inspired modularity, BrainStratify offers a robust and interpretable solution for speech decoding from intracranial recordings.",2025-05-26 19:36:39+00:00,http://arxiv.org/abs/2505.20480v1
2206.02972v2,"['Noga Mudrik', 'Yenho Chen', 'Eva Yezerets', 'Christopher J. Rozell', 'Adam S. Charles']",2023-06-16 20:20:34+00:00,https://arxiv.org/pdf/2206.02972v2,Machine Learning,"['Machine Learning', 'Machine Learning', 'Signal Processing', 'Neurons and Cognition', 'Applications']",Decomposed Linear Dynamical Systems (dLDS) for learning the latent components of neural dynamics,"Learning interpretable representations of neural dynamics at a population level is a crucial first step to understanding how observed neural activity relates to perception and behavior. Models of neural dynamics often focus on either low-dimensional projections of neural activity, or on learning dynamical systems that explicitly relate to the neural state over time. We discuss how these two approaches are interrelated by considering dynamical systems as representative of flows on a low-dimensional manifold. Building on this concept, we propose a new decomposed dynamical system model that represents complex non-stationary and nonlinear dynamics of time series data as a sparse combination of simpler, more interpretable components. Our model is trained through a dictionary learning procedure, where we leverage recent results in tracking sparse vectors over time. The decomposed nature of the dynamics is more expressive than previous switched approaches for a given number of parameters and enables modeling of overlapping and non-stationary dynamics. In both continuous-time and discrete-time instructional examples we demonstrate that our model can well approximate the original system, learn efficient representations, and capture smooth transitions between dynamical modes, focusing on intuitive low-dimensional non-stationary linear and nonlinear systems. Furthermore, we highlight our model's ability to efficiently capture and demix population dynamics generated from multiple independent subnetworks, a task that is computationally impractical for switched models. Finally, we apply our model to neural ""full brain"" recordings of C. elegans data, illustrating a diversity of dynamics that is obscured when classified into discrete states.",2022-06-07 02:25:38+00:00,http://arxiv.org/abs/2206.02972v2
2409.02390v1,"['Jie Su', 'Fang Cai', 'Shu-Kuo Zhao', 'Xin-Yi Wang', 'Tian-Yi Qian', 'Da-Hui Wang', 'Bo Hong']",2024-09-04 02:38:52+00:00,https://arxiv.org/pdf/2409.02390v1,Neural and Evolutionary Computing,"['Neural and Evolutionary Computing', 'Artificial Intelligence', 'Computer Vision and Pattern Recognition', 'Neurons and Cognition']",Neural Dynamics Model of Visual Decision-Making: Learning from Human Experts,"Uncovering the fundamental neural correlates of biological intelligence, developing mathematical models, and conducting computational simulations are critical for advancing new paradigms in artificial intelligence (AI). In this study, we implemented a comprehensive visual decision-making model that spans from visual input to behavioral output, using a neural dynamics modeling approach. Drawing inspiration from the key components of the dorsal visual pathway in primates, our model not only aligns closely with human behavior but also reflects neural activities in primates, and achieving accuracy comparable to convolutional neural networks (CNNs). Moreover, magnetic resonance imaging (MRI) identified key neuroimaging features such as structural connections and functional connectivity that are associated with performance in perceptual decision-making tasks. A neuroimaging-informed fine-tuning approach was introduced and applied to the model, leading to performance improvements that paralleled the behavioral variations observed among subjects. Compared to classical deep learning models, our model more accurately replicates the behavioral performance of biological intelligence, relying on the structural characteristics of biological neural networks rather than extensive training data, and demonstrating enhanced resilience to perturbation.",2024-09-04 02:38:52+00:00,http://arxiv.org/abs/2409.02390v1
2408.01316v1,"['Giacomo Vedovati', 'ShiNung Ching']",2024-08-02 15:12:01+00:00,https://arxiv.org/pdf/2408.01316v1,Neurons and Cognition,"['Neurons and Cognition', 'Artificial Intelligence']",Synergistic pathways of modulation enable robust task packing within neural dynamics,"Understanding how brain networks learn and manage multiple tasks simultaneously is of interest in both neuroscience and artificial intelligence. In this regard, a recent research thread in theoretical neuroscience has focused on how recurrent neural network models and their internal dynamics enact multi-task learning. To manage different tasks requires a mechanism to convey information about task identity or context into the model, which from a biological perspective may involve mechanisms of neuromodulation. In this study, we use recurrent network models to probe the distinctions between two forms of contextual modulation of neural dynamics, at the level of neuronal excitability and at the level of synaptic strength. We characterize these mechanisms in terms of their functional outcomes, focusing on their robustness to context ambiguity and, relatedly, their efficiency with respect to packing multiple tasks into finite size networks. We also demonstrate distinction between these mechanisms at the level of the neuronal dynamics they induce. Together, these characterizations indicate complementarity and synergy in how these mechanisms act, potentially over multiple time-scales, toward enhancing robustness of multi-task learning.",2024-08-02 15:12:01+00:00,http://arxiv.org/abs/2408.01316v1
2502.07429v2,"['Mingfang Zhang', 'Jarod Lévy', ""Stéphane d'Ascoli"", 'Jérémy Rapin', 'F. -Xavier Alario', 'Pierre Bourdillon', 'Svetlana Pinet', 'Jean-Rémi King']",2025-02-18 14:56:47+00:00,https://arxiv.org/pdf/2502.07429v2,Neurons and Cognition,['Neurons and Cognition'],From Thought to Action: How a Hierarchy of Neural Dynamics Supports Language Production,"Humans effortlessly communicate their thoughts through intricate sequences of motor actions. Yet, the neural processes that coordinate language production remain largely unknown, in part because speech artifacts limit the use of neuroimaging. To elucidate the unfolding of language production in the brain, we investigate with magnetoencephalography (MEG) and electroencephalography (EEG) the neurophysiological activity of 35 skilled typists, while they typed sentences on a keyboard. This approach confirms the hierarchical predictions of linguistic theories: the neural activity preceding the production of each word is marked by the sequential rise and fall of context-, word-, syllable-, and letter-level representations. Remarkably, each of these neural representations is maintained over long time periods within each level of the language hierarchy. This phenomenon results in a superposition of successive representations that is supported by a hierarchy of dynamic neural codes. Overall, these findings provide a precise computational breakdown of the neural dynamics that coordinate the production of language in the human brain.",2025-02-11 10:17:38+00:00,http://arxiv.org/abs/2502.07429v2
2207.06003v1,"['Yang Tian', 'Guoqi Li', 'Pei Sun']",2022-07-13 07:20:22+00:00,https://arxiv.org/pdf/2207.06003v1,Neurons and Cognition,"['Neurons and Cognition', 'Disordered Systems and Neural Networks', 'Chaotic Dynamics', 'Biological Physics']",Bridging the information and dynamics attributes of neural activities,"The brain works as a dynamic system to process information. Various challenges remain in understanding the connection between information and dynamics attributes in the brain. The present research pursues exploring how the characteristics of neural information functions are linked to neural dynamics. We attempt to bridge dynamics (e.g., Kolmogorov-Sinai entropy) and information (e.g., mutual information and Fisher information) metrics on the stimulus-triggered stochastic dynamics in neural populations. On the one hand, our unified analysis identifies various essential features of the information-processing-related neural dynamics. We discover spatiotemporal differences in the dynamic randomness and chaotic degrees of neural dynamics during neural information processing. On the other hand, our framework reveals the fundamental role of neural dynamics in shaping neural information processing. The neural dynamics creates an oppositely directed variation of encoding and decoding properties under specific conditions, and it determines the neural representation of stimulus distribution. Overall, our findings demonstrate a potential direction to explain the emergence of neural information processing from neural dynamics and help understand the intrinsic connections between the informational and the physical brain.",2022-07-13 07:20:22+00:00,http://arxiv.org/abs/2207.06003v1
