arxiv_id,authors,updated,pdf_link,main_category,categories,title,abstract,published,link
2410.17063v1,"['Rômulo Damasclin Chaves dos Santos', 'Jorge Henrique de Oliveira Sales']",2024-10-22 14:44:41+00:00,https://arxiv.org/pdf/2410.17063v1,Fluid Dynamics,"['Fluid Dynamics', 'Numerical Analysis']",High-Order Dynamic Integration Method (HODIM) for Modeling Turbulent Fluid Dynamics,"This research explores the development and application of the High-Order Dynamic Integration Method for solving integro-differential equations, with a specific focus on turbulent fluid dynamics. Traditional numerical methods, such as the Finite Difference Method and the Finite Volume Method, have been widely employed in fluid dynamics but struggle to accurately capture the complexities of turbulence, particularly in high Reynolds number regimes. These methods often require significant computational resources and are prone to errors in nonlinear dynamic systems. The High-Order Dynamic Integration Method addresses these challenges by integrating higher-order interpolation techniques with dynamic adaptation strategies, significantly enhancing accuracy and computational efficiency. Through rigorous numerical analysis, this method demonstrates superior performance over the Finite Difference Method and the Finite Volume Method in handling the nonlinear behaviors characteristic of turbulent flows. Furthermore, the High-Order Dynamic Integration Method achieves this without a substantial increase in computational cost, making it a highly efficient tool for simulations in computational fluid dynamics. The research validates the capabilities of the High-Order Dynamic Integration Method through a series of benchmark tests and case studies. Results indicate a marked improvement in both accuracy and stability, particularly in simulations of high-Reynolds-number flows, where traditional methods often falter. This innovative approach offers a robust and efficient alternative for solving complex fluid dynamics problems, contributing to advances in the field of numerical methods and computational fluid dynamics.",2024-10-22 14:44:41+00:00,http://arxiv.org/abs/2410.17063v1
2403.05923v1,"['Dan Crisan', 'Oana Lang']",2024-03-09 14:17:30+00:00,https://arxiv.org/pdf/2403.05923v1,Analysis of PDEs,"['Analysis of PDEs', 'Dynamical Systems', 'Functional Analysis', 'Probability']",Global solutions for stochastically controlled fluid dynamics models,"For a class of evolution equations that possibly have only local solutions, we introduce a stochastic component that ensures that the solutions of the corresponding stochastically perturbed equations are global. The class of partial differential equations amenable for this type of treatment includes the 3D Navier-Stokes equation, the rotating shallow water equation (viscous and inviscid), 3D Euler equation (in vorticity form), 2D Burgers' equation and many other fluid dynamics models.",2024-03-09 14:17:30+00:00,http://arxiv.org/abs/2403.05923v1
2408.06101v1,"['Robin Schmöcker', 'Alexander Henkes', 'Julian Roth', 'Thomas Wick']",2024-08-12 12:32:15+00:00,https://arxiv.org/pdf/2408.06101v1,Machine Learning,"['Machine Learning', 'Artificial Intelligence', 'Numerical Analysis', 'Fluid Dynamics']",Generalization capabilities of MeshGraphNets to unseen geometries for fluid dynamics,"This works investigates the generalization capabilities of MeshGraphNets (MGN) [Pfaff et al. Learning Mesh-Based Simulation with Graph Networks. ICML 2021] to unseen geometries for fluid dynamics, e.g. predicting the flow around a new obstacle that was not part of the training data. For this purpose, we create a new benchmark dataset for data-driven computational fluid dynamics (CFD) which extends DeepMind's flow around a cylinder dataset by including different shapes and multiple objects. We then use this new dataset to extend the generalization experiments conducted by DeepMind on MGNs by testing how well an MGN can generalize to different shapes. In our numerical tests, we show that MGNs can sometimes generalize well to various shapes by training on a dataset of one obstacle shape and testing on a dataset of another obstacle shape.",2024-08-12 12:32:15+00:00,http://arxiv.org/abs/2408.06101v1
2501.18972v2,"['Yuxuan Liu', 'Jingmin Sun', 'Hayden Schaeffer']",2025-04-30 03:02:41+00:00,https://arxiv.org/pdf/2501.18972v2,Machine Learning,"['Machine Learning', 'Numerical Analysis']",BCAT: A Block Causal Transformer for PDE Foundation Models for Fluid Dynamics,"We introduce BCAT, a PDE foundation model designed for autoregressive prediction of solutions to two dimensional fluid dynamics problems. Our approach uses a block causal transformer architecture to model next frame predictions, leveraging previous frames as contextual priors rather than relying solely on sub-frames or pixel-based inputs commonly used in image generation methods. This block causal framework more effectively captures the spatial dependencies inherent in nonlinear spatiotemporal dynamics and physical phenomena. In an ablation study, next frame prediction demonstrated a 3.5x accuracy improvement over next token prediction. BCAT is trained on a diverse range of fluid dynamics datasets, including incompressible and compressible Navier-Stokes equations across various geometries and parameter regimes, as well as the shallow-water equations. The model's performance was evaluated on 6 distinct downstream prediction tasks and tested on about 8K trajectories to measure robustness on a variety of fluid dynamics simulations. BCAT achieved an average relative error of 1.18% across all evaluation tasks, outperforming prior approaches on standard benchmarks. With fine-tuning on a turbulence dataset, we show that the method adapts to new settings with more than 40% better accuracy over prior methods.",2025-01-31 09:07:56+00:00,http://arxiv.org/abs/2501.18972v2
2410.13154v1,"['Rômulo Damasclin Chaves dos Santos', 'Jorge Henrique de Oliveira Sales', 'Erickson F. M. S. Silva']",2024-10-17 02:16:34+00:00,https://arxiv.org/pdf/2410.13154v1,Fluid Dynamics,"['Fluid Dynamics', 'Mathematical Physics', 'Analysis of PDEs']",Quantum-Inspired Stochastic Modeling and Regularity in Turbulent Fluid Dynamics,"This paper presents an innovative framework for analyzing the regularity of solutions to the stochastic Navier-Stokes equations by integrating Sobolev-Besov hybrid spaces with fractional operators and quantum-inspired dynamics. We propose new regularity theorems that address the multiscale and chaotic nature of fluid flows, offering novel insights into energy dissipation mechanisms. The introduction of a Schrödinger-like operator into the fluid dynamics model captures quantum-scale turbulence effects, enhancing our understanding of energy redistribution across different scales. The results also include the development of anisotropic stochastic models that account for direction-dependent viscosity, improving the representation of real-world turbulent flows. These advances in stochastic modeling and regularity analysis provide a comprehensive toolset for tackling complex fluid dynamics problems. The findings are applicable to fields such as engineering, quantum turbulence, and environmental sciences. Future directions include the numerical implementation of the proposed models and the use of machine learning techniques to optimize parameters for enhanced simulation accuracy.",2024-10-17 02:16:34+00:00,http://arxiv.org/abs/2410.13154v1
2411.04888v1,['Rômulo Damasclin Chaves dos Santos'],2024-11-07 17:26:50+00:00,https://arxiv.org/pdf/2411.04888v1,Analysis of PDEs,"['Analysis of PDEs', 'Fluid Dynamics']",Energy Dissipation and Regularity in Quaternionic Fluid Dynamics using Sobolev-Besov Spaces,"This study investigates the dynamics of incompressible fluid flows through quaternionic variables integrated within Sobolev-Besov spaces. Traditional mathematical models for fluid dynamics often employ Sobolev spaces to analyze the regularity of the solution to the Navier-Stokes equations. However, with the unique ability of Besov spaces to provide localized frequency analysis and handle high-frequency behaviors, these spaces offer a refined approach to address complex fluid phenomena such as turbulence and bifurcation. Quaternionic analysis further enhances this approach by representing three-dimensional rotations directly within the mathematical framework. The author presents two new theorems to advance the study of regularity and energy dissipation in fluid systems. The first theorem demonstrates that energy dissipation in quaternionic fluid systems is dominated by the higher-frequency component in Besov spaces, with contributions decaying at a rate proportional to the frequency of the quaternionic component. The second theorem provides conditions for regularity and existence of solutions in quaternionic fluid systems with external forces. By integrating these hypercomplex structures with Sobolev-Besov spaces, our work offers a new mathematically rigorous framework capable of addressing frequency-specific dissipation patterns and rotational symmetries in turbulent flows. The findings contribute to fundamental questions in fluid dynamics, particularly by improving our understanding of high Reynolds number flows, energy cascade behaviors, and quaternionic bifurcation. This framework therefore paves the way for future research on regularity in complex fluid dynamics.",2024-11-07 17:26:50+00:00,http://arxiv.org/abs/2411.04888v1
2307.02680v2,"['Marshall Davey', 'Charles Puelz', 'Simone Rossi', 'Margaret Anne Smith', 'David R. Wells', 'Greg Sturgeon', 'W. Paul Segars', 'John P. Vavalle', 'Charles S. Peskin', 'Boyce E. Griffith']",2023-10-24 14:50:13+00:00,https://arxiv.org/pdf/2307.02680v2,Tissues and Organs,"['Tissues and Organs', 'Numerical Analysis', 'Fluid Dynamics']",Simulating Cardiac Fluid Dynamics in the Human Heart,"Cardiac fluid dynamics fundamentally involves interactions between complex blood flows and the structural deformations of the muscular heart walls and the thin, flexible valve leaflets. There has been longstanding scientific, engineering, and medical interest in creating mathematical models of the heart that capture, explain, and predict these fluid-structure interactions. However, existing computational models that account for interactions among the blood, the actively contracting myocardium, and the cardiac valves are limited in their abilities to predict valve performance, resolve fine-scale flow features, or use realistic descriptions of tissue biomechanics. Here we introduce and benchmark a comprehensive mathematical model of cardiac fluid dynamics in the human heart. A unique feature of our model is that it incorporates biomechanically detailed descriptions of all major cardiac structures that are calibrated using tensile tests of human tissue specimens to reflect the heart's microstructure. Further, it is the first fluid-structure interaction model of the heart that provides anatomically and physiologically detailed representations of all four cardiac valves. We demonstrate that this integrative model generates physiologic dynamics, including realistic pressure-volume loops that automatically capture isovolumetric contraction and relaxation, and predicts fine-scale flow features. None of these outputs are prescribed; instead, they emerge from interactions within our comprehensive description of cardiac physiology. Such models can serve as tools for predicting the impacts of medical devices or clinical interventions. They also can serve as platforms for mechanistic studies of cardiac pathophysiology and dysfunction, including congenital defects, cardiomyopathies, and heart failure, that are difficult or impossible to perform in patients.",2023-07-05 22:43:59+00:00,http://arxiv.org/abs/2307.02680v2
2308.01733v2,"['Ivan Prusak', 'Davide Torlo', 'Monica Nonino', 'Gianluigi Rozza']",2024-02-19 22:54:50+00:00,https://arxiv.org/pdf/2308.01733v2,Numerical Analysis,"['Numerical Analysis', 'Analysis of PDEs', 'Optimization and Control']",An optimisation-based domain-decomposition reduced order model for parameter-dependent non-stationary fluid dynamics problems,"In this work, we address parametric non-stationary fluid dynamics problems within a model order reduction setting based on domain decomposition. Starting from the optimisation-based domain decomposition approach, we derive an optimal control problem, for which we present a convergence analysis in the case of non-stationary incompressible Navier-Stokes equations. We discretize the problem with the finite element method and we compare different model order reduction techniques: POD-Galerkin and a non-intrusive neural network procedure. We show that the classical POD-Galerkin is more robust and accurate also in transient areas, while the neural network can obtain simulations very quickly though being less precise in the presence of discontinuities in time or parameter domain. We test the proposed methodologies on two fluid dynamics benchmarks with physical parameters and time dependency: the non-stationary backward-facing step and lid-driven cavity flow.",2023-08-03 12:52:46+00:00,http://arxiv.org/abs/2308.01733v2
2504.05443v2,"['Wuzhe Xu', 'Yulong Lu', 'Lian Shen', 'Anqing Xuan', 'Ali Barzegari']",2025-04-11 17:54:44+00:00,https://arxiv.org/pdf/2504.05443v2,Numerical Analysis,"['Numerical Analysis', 'Fluid Dynamics']",Diffusion-based Models for Unpaired Super-resolution in Fluid Dynamics,"High-fidelity, high-resolution numerical simulations are crucial for studying complex multiscale phenomena in fluid dynamics, such as turbulent flows and ocean waves. However, direct numerical simulations with high-resolution solvers are computationally prohibitive. As an alternative, super-resolution techniques enable the enhancement of low-fidelity, low-resolution simulations. However, traditional super-resolution approaches rely on paired low-fidelity, low-resolution and high-fidelity, high-resolution datasets for training, which are often impossible to acquire in complex flow systems. To address this challenge, we propose a novel two-step approach that eliminates the need for paired datasets. First, we perform unpaired domain translation at the low-resolution level using an Enhanced Denoising Diffusion Implicit Bridge. This process transforms low-fidelity, low-resolution inputs into high-fidelity, low-resolution outputs, and we provide a theoretical analysis to highlight the advantages of this enhanced diffusion-based approach. Second, we employ the cascaded Super-Resolution via Repeated Refinement model to upscale the high-fidelity, low-resolution prediction to the high-resolution result. We demonstrate the effectiveness of our approach across three fluid dynamics problems. Moreover, by incorporating a neural operator to learn system dynamics, our method can be extended to improve evolutionary simulations of low-fidelity, low-resolution data.",2025-04-07 19:08:28+00:00,http://arxiv.org/abs/2504.05443v2
2305.08761v3,"['Lucio Galeati', 'Dejun Luo']",2024-04-15 19:32:09+00:00,https://arxiv.org/pdf/2305.08761v3,Probability,"['Probability', 'Analysis of PDEs']",Weak well-posedness by transport noise for a class of 2D fluid dynamics equations,"A fundamental open problem in fluid dynamics is whether solutions to $2$D Euler equations with $(L^1_x\cap L^p_x)$-valued vorticity are unique, for some $p\in [1,\infty)$. A related question, more probabilistic in flavour, is whether one can find a physically relevant noise regularizing the PDE. We present some substantial advances towards a resolution of the latter, by establishing well-posedness in law for solutions with $(L^1_x\cap L^2_x)$-valued vorticity and finite kinetic energy, for a general class of stochastic 2D fluid dynamical equations; the noise is spatially rough and of Kraichnan type and we allow the presence of a deterministic forcing $f$. This class includes as primary examples logarithmically regularized 2D Euler and hypodissipative 2D Navier-Stokes equations. In the first case, our result solves the open problem posed by Flandoli. In the latter case, for well-chosen forcing $f$, the corresponding deterministic PDE without noise has recently been shown by Albritton and Colombo to be ill-posed; consequently, the addition of noise truly improves the solution theory for such PDE.",2023-05-15 16:20:15+00:00,http://arxiv.org/abs/2305.08761v3
